openalexid,value,key
W4205334323,"['Support Vector Machines (SVMs)', 'k-nearest neighbors (kNN)', 'k-means Clustering', 'Principal Component Analysis (PCA)', 't-SNE', 'DBSCAN']",Classic Machine Learning
W3163282334,"['neural network classifier', 'MODIS satellite collection 6 liquid water path retrievals', 'ECMWF ERA5 reanalysis data']",Classic AI & Neural Network Architectures
W3173857354,"['Transformers', 'LLMs (GPT-4, ChatGPT, LLaMA)']",New Generation of AI
W3149484387,['LSTM'],Classic AI & Neural Network Architectures
W3196016896,"['Acoustic Impedance (AI)', 'effective porosity (PHIE)', '3D PSTM reflection seismic data', 'BY18D borehole data']",Other
W3135751595,['neural network analysis'],Classic AI & Neural Network Architectures
W3200465933,"['instructional technology', 'course development', 'eResources', 'learning management systems', 'digital storytelling', 'online collaboration tools']",Other
W3169283882,['machine learning'],Classic Machine Learning
W4206397176,[],Other
W3163513871,['machine learning techniques'],Classic Machine Learning
W3156365565,{},
W3204385072,[],Other
W3145474594,[],Other
W4205704292,['statistical methods'],Classic Machine Learning
W4200459036,['No specific AI or machine learning terms found'],Other
W4207015907,"['Random Forests', 'Supervised Learning']",Classic Machine Learning
W3133624859,"['Ion chromatography', 'AIOMFAC model']",Other
W3199151466,N/A,N/A
W3173194357,Classic Machine Learning,Key
W3185848379,"['Random Forests', 'Q-learning', 'Supervised Learning']",Classic Machine Learning
W3199846839,['Foundation Models'],New Generation of AI
W3176611591,"['Principal Component Analysis (PCA)', 't-SNE']",Classic Machine Learning
W3185066987,"['renewable feedstocks', 'finished renewable fuels', 'fuel credits', 'market intelligence', 'transparency']",Other
W3159141815,N/A,N/A
W3160639093,N/A,N/A
W4206771291,['Long Short-Term Memory (LSTMs)'],Classic AI & Neural Network Architectures
W4224943825,"['CNN', 'BERT']",New Generation of AI
W4210311470,['Random Forest'],Classic Machine Learning
W4308574785,"['IoT infrastructure', 'big data analytics', 'cloud computing']",Classic Machine Learning
W3195129768,"['machine learning algorithm', 'sequential decision-making', 'interpretable']",Classic Machine Learning
W4280613738,N/A,N/A
W4309651813,"['Graph Convolutional Networks', 'Gated Recurrent Units']",Classic AI & Neural Network Architectures
W4321636079,[],Other
W4282542593,['XGBoost'],Classic Machine Learning
W4295036297,N/A,N/A
W4297808569,['Graph Neural Network (GNN)'],Classic AI & Neural Network Architectures
W4295239256,['AI in education'],Other
W4290652881,['MLF-LSTM'],Classic AI & Neural Network Architectures
W4296436273,"['data-driven approach', 'previously realized outcomes']",Other
W4293812208,['ResNet'],New Generation of AI
W4224948550,['CNN'],Classic AI & Neural Network Architectures
W4312924073,"['tokenization', 'lemmatizing']",Classic AI & Neural Network Architectures
W4289767042,['Residual Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W4225993392,N/A,N/A
W4312908409,['artificial neural network (ANN)'],Classic AI & Neural Network Architectures
W4352982757,['Graph Neural Networks'],Classic AI & Neural Network Architectures
W4302524815,"['CNN', 'LSTM']",Classic AI & Neural Network Architectures
W4311686384,[],Other
W4225709198,"['Graphical Neural Networks (GNNs)', 'Transformers']",Classic AI & Neural Network Architectures
W4291954813,"['Random Forests', 'Supervised Machine Learning']",Classic Machine Learning
W4312834987,"['computer vision', 'visual object detection', 'spatiotemporal changes']",Classic AI & Neural Network Architectures
W4312357033,"['PLC', 'sensors']",Other
W4384027483,"['big data technology', 'early warning products for drowning', 'system design', 'user information visualization', 'intelligent monitoring', 'swimming area', 'rescue plans with information technology']",Other
W4226017696,['artificial intelligence algorithm model'],Other
W4310375815,['Jones–Manuelli production function'],Other
W4366959086,N/A,N/A
W4321385090,['machine learning'],Classic Machine Learning
W4312062883,"['Principal Component Analysis (PCA)', 'Divisive Hierarchical Clustering']",Classic Machine Learning
W4294643351,['MiniRocket'],Classic AI & Neural Network Architectures
W4226490346,['MLSTM'],Classic AI & Neural Network Architectures
W4313162128,"['Random Forest', 'Neural Network']",New Generation of AI
W4320157524,"['AI recommendation algorithm', 'Scientific data analysis', 'AI technology']",Other
W4220674336,"['Random Forests', 'Boosted Trees']",Classic Machine Learning
W4224212469,['Supervised Machine Learning'],Classic Machine Learning
W4307040875,['image synthesis'],Other
W4319978577,"['BP Neural Network Algorithm', 'machine learning']",Classic Machine Learning
W4385992679,"['Least Squares Support Vector Machine (LSSVM)', 'Artificial Neural Networks']",Classic AI & Neural Network Architectures
W4225729174,N/A,N/A
W4229017629,"['sentiment analysis', 'deep learning']",Classic Deep Learning
W4318185044,"['neural network architectures', 'Natural Language Processing techniques']",Classic AI & Neural Network Architectures
W4224700191,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W4281721739,['VGG16'],Classic AI & Neural Network Architectures
W4292347995,"['CNNs', 'Transformers']",Classic AI & Neural Network Architectures
W4226063738,"['DAGCN', 'Graph Convolutional Network']",New Generation of AI
W4293209496,['quantum neural networks'],New Generation of AI
W4309859157,"['CNN', 'GRU']",Classic AI & Neural Network Architectures
W4311627851,"['machine learning', 'neural networks']",Classic Machine Learning
W4318185493,['Machine Learning Models'],Classic Machine Learning
W4283730880,"['Convolutional Neural Networks', 'Transfer Learning']",Classic AI & Neural Network Architectures
W4224247469,"['text-mining', 'Twitter streaming API', 'social media analytics']",New Generation of AI
W4284975144,"['GPUs', 'IPUs']",Classic AI & Neural Network Architectures
W4312656608,['Artificial Intelligence'],Other
W4282562558,N/A,N/A
W4214711851,['CNNs'],Classic AI & Neural Network Architectures
W4323646765,[],Classic Machine Learning
W4206916408,"['Convolutional Neural Networks (CNNs)', 'Multi-layer Perceptrons (MLPs)']",Classic Deep Learning
W4220932686,"['Machine Learning', 'Artificial Intelligence']",Other
W4319778462,"['CNN', 'MobileNetV2']",Classic AI & Neural Network Architectures
W4289228206,['artificial intelligence'],Other
W4317924190,"['Q-learning', 'SARSA', 'Monte Carlo Methods']",Classic Machine Learning
W4212803220,['AIaaS'],New Generation of AI
W4281753747,['LSTM networks'],Classic AI & Neural Network Architectures
W4212945175,['ANNs'],Classic AI & Neural Network Architectures
W4220879274,N/A,N/A
W4319977879,['BP'],Classic Machine Learning
W4381786596,['Supervised Learning'],Classic Machine Learning
W4307285799,['CNN'],Classic AI & Neural Network Architectures
W4294975181,['CNNs'],Classic AI & Neural Network Architectures
W4321384997,['deep learning'],New Generation of AI
W4300818007,"['Focus group interview (FGI)', 'in-depth interview (IDI)']",Other
W4283732137,"['Faster R-CNN', 'YOLOv5-s', 'YOLOv5-m', 'YOLOv5-1']",Classic AI & Neural Network Architectures
W4220757657,['Recurrent Neural Networks (RNNs)'],Classic AI & Neural Network Architectures
W4360585270,['Bayesian neural network'],Classic AI & Neural Network Architectures
W4296142886,"['Environmental Intelligence', 'Algorithmic systems']",Other
W4309696288,"['extreme machine learning', 'efficient analysis']",Classic Machine Learning
W4292654887,['Deep Learning'],New Generation of AI
W4206594836,"['Convolutional Neural Networks', 'Recurrent Neural Networks', 'Transformers']",Classic Machine Learning
W4292259922,['artificial intelligence'],New Generation of AI
W4214946186,"['CNNs', 'Encoder-Decoder Framework']",Classic AI & Neural Network Architectures
W4307134791,['Transformers'],Classic AI & Neural Network Architectures
W4295868779,"['Elastic Net', 'Cross-Validation']",Classic Machine Learning
W4295036385,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W4220759569,N/A,N/A
W4318710956,['Artificial intelligence'],Other
W4220784374,['shallow artificial neural network'],Classic Machine Learning
W4319430171,['CNN'],Classic AI & Neural Network Architectures
W4293208140,['SEHC'],Classic Machine Learning
W4295037383,"['Adversarial Examples', 'Image classification', 'Defense mechanisms']",Other
W4304757980,['CNNs'],New Generation of AI
W4284891515,"['Autonomous swarm navigation', 'Swarm-based UAS', 'Artificial Intelligence']",Other
W4283588962,['artificial neural network'],Classic AI & Neural Network Architectures
W4284895083,['Variational Autoencoder (VAE)'],New Generation of AI
W4303986358,[],New Generation of AI
W4310190349,"['XGBoost', 'SVM']",Classic Machine Learning
W4283659382,"['LSTM', 'CNN-LSTM']",Classic AI & Neural Network Architectures
W4293868310,"['ResNet-50', 'GoogleNet', 'SqueezeNet', 'Transfer Learning']",Classic AI & Neural Network Architectures
W4320024269,['Graph Neural Networks'],Classic AI & Neural Network Architectures
W4379034703,"['LSTM', 'DBN']",Classic AI & Neural Network Architectures
W4307279521,"['1D convolutional', 'LSTM', 'transformers']",Classic AI & Neural Network Architectures
W4285232893,"['Deep Learning Theory', 'Particle Swarm Optimization', 'Genetic Algorithm', 'Gated Recurrent Unit']",New Generation of AI
W4361990780,['machine learning'],Other
W4220797251,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W4308086133,"['Kubernetes', 'DRAGON', 'SpeCon', 'container migration', 'gang scheduling']",Classic AI & Neural Network Architectures
W4213206559,"['Logistic Regression Model', 'Multilayer Perceptron Model']",Classic AI & Neural Network Architectures
W4214853169,"['Long Short-Term Memory (LSTMs)', 'Convolutional Neural Networks (CNN)']",Classic AI & Neural Network Architectures
W4304208044,['Sequential Convolutional Neural Network'],Classic AI & Neural Network Architectures
W4307643394,"['Sustainability', 'Climate Change', 'SDG 6', 'Clean Water Access', 'Sanitation']",Other
W4312832531,['CNNs'],Classic AI & Neural Network Architectures
W4321843893,['CNN'],Classic AI & Neural Network Architectures
W4280652329,"['Recurrent Neural Network (RNN)', 'Gated Recurrent Unit (GRU)', 'Convolution 1D', 'Long Short-Term Memory (LSTM)']",New Generation of AI
W4312928806,['image recognition'],Classic AI & Neural Network Architectures
W4296714318,"['Back Propagation', 'Long Short-Term Memory']",Classic AI & Neural Network Architectures
W4307195077,"['STN', 'CNN', 'Recurrent Neural Networks (RNNs)', 'Long Short-Term Memory (LSTMs)']",Classic AI & Neural Network Architectures
W4306950516,"['BERT', 'LSTM']",New Generation of AI
W4312962492,N/A,N/A
W4285192733,"['LTSNet', 'hierarchical residual self-attention blocks', 'attention matrix']",Classic AI & Neural Network Architectures
W4220928592,N/A,N/A
W4328010943,"['Gradient Boosting', 'k-Neighbors', 'Supervised Learning']",Classic Machine Learning
W4312821599,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W4220907922,"['neural networks', 'Layer-Wise-Relevance Propagation']",Classic AI & Neural Network Architectures
W4225275669,"['neural network', 'attention mechanism']",Classic AI & Neural Network Architectures
W4285183546,"['Infrastructure as Code (IaC)', 'DevSecOps', 'MLops']",Classic Machine Learning
W4280628291,['Social data analytics'],Other
W4225784827,"['Deep neural networks (DNNs)', 'Generative Adversarial Network (GAN)']",New Generation of AI
W4220989469,['deep convolutional artificial neural network'],Classic AI & Neural Network Architectures
W4293051005,['Deep Learning'],New Generation of AI
W4301184419,['YOLOv5'],Classic AI & Neural Network Architectures
W4352981300,"['machine learning', 'fault prediction']",Classic Machine Learning
W4321636107,['Artificial Intelligence'],New Generation of AI
W4225257967,"['scientific approaches', 'public-minded science', 'building capacity for communication and decision making']",Other
W4313156280,['Backpropagation'],Classic AI & Neural Network Architectures
W4283220049,[],Other
W4313161216,"['Earth System Digital Twin', 'Model Integration', 'AI Tools']",Other
W4312827816,N/A,N/A
W4281389833,['Artificial Neural Network'],Classic AI & Neural Network Architectures
W4297094399,"['Physics-Informed Neural Networks', 'Kronecker Neural Networks']",Classic AI & Neural Network Architectures
W4312384059,['Deep Learning'],New Generation of AI
W4295926443,[],Other
W4293253179,"['Osteo-Net', 'deep learning-based architecture', 'skip connections']",Classic AI & Neural Network Architectures
W4224917537,['Transformers'],New Generation of AI
W4220948953,"['machine learning', 'mRMR']",Classic Machine Learning
W4285136372,['Intuitionistic Fuzzy Sets'],Classic AI & Neural Network Architectures
W4307767729,[],New Generation of AI
W4302007887,['Deep Learning Neural Networks'],New Generation of AI
W4293765020,['artificial neural network (ANN)'],Classic AI & Neural Network Architectures
W4214502677,"['Convolutional Neural Networks (CNN)', 'Transfer Learning']",Classic AI & Neural Network Architectures
W4290996001,['Dense Convolutional Network'],Classic AI & Neural Network Architectures
W4214604383,"['Random forest', 'Feature importance']",Classic Machine Learning
W4309760844,"['1DCNN', 'LSTM']",Classic AI & Neural Network Architectures
W4294390725,"['Convolutional Autoencoder', 'Neural Networks']",Classic AI & Neural Network Architectures
W4304942951,"['emotion recognition', 'computer vision']",Classic AI & Neural Network Architectures
